crawl_date,source_date,title,source,source_time,Sentiment_label,Positive_sentim,Negative_sentim,Neutral_sentim
2023/08/31 20:02,2023-08-30,Will Nvidia Partnership Give Dell Technologies Q2 Earnings a Boost?,Reuters,yesterday,1.0,0.8965871930122375,0.010843093506991863,0.09256970137357712
2023/08/31 20:02,2023-08-30,"S&P500 rises as signs of slowing  growth, labor market stoke Fed pause optimism",Zacks,yesterday,-1.0,0.05027071014046669,0.8943993449211121,0.05533001199364662
2023/08/31 20:02,2023-08-30,UPDATE 1-UAE's G42 launches open source Arabic language AI model,The Wall Street Journal,yesterday,0.0,0.18930667638778687,0.009305248036980629,0.8013880252838135
2023/08/31 20:02,2023-08-30,Nvidia-Backed CoreWeave Seeks Stake Sale at Up to $8 Billion Valuation,Investing.com,yesterday,0.0,0.1294761300086975,0.008008013479411602,0.862515926361084
2023/08/31 20:02,2023-08-30,"Hewlett Packard (HPE) Q3 Earnings Beat, Revenues Rise Y/Y",Benzinga,yesterday,1.0,0.9450884461402893,0.029443971812725067,0.025467505678534508
2023/08/31 20:02,2023-08-30,Is Nvidia an AI Value Stock?,Reuters,yesterday,0.0,0.027286924421787262,0.09848248958587646,0.8742306232452393
2023/08/31 20:02,2023-08-30,Stock Market Today: Dow clinches 4th day of gains as softer data ease Fed fears,Yahoo Finance,yesterday,1.0,0.879024088382721,0.07854486256837845,0.04243100807070732
2023/08/31 20:02,2023-08-30,HP Grapples With The Evolving PC Market,Motley Fool,yesterday,0.0,0.07414649426937103,0.07344158738851547,0.8524119257926941
2023/08/31 20:02,2023-08-30,Nvidia-backed CoreWeave seeks stake sale at up to $8 billion valuation - Bloomberg News,The Telegraph,yesterday,0.0,0.14700086414813995,0.008626137860119343,0.8443730473518372
2023/08/31 20:02,2023-08-30,'Magnificent Seven' investing playbook: How high can Nvidia stock go?,Reuters,yesterday,0.0,0.06295809894800186,0.02329307794570923,0.9137488007545471
2023/08/31 20:02,2023-08-30,3 Dividend Stocks That Have Doubled Since 2020,Reuters,yesterday,0.0,0.22832228243350983,0.029207751154899597,0.7424699664115906
2023/08/31 20:02,2023-08-30,Biden blocks sale of Nvidia AI chips to Middle East over China fears,Reuters,yesterday,0.0,0.10286525636911392,0.021508174017071724,0.8756266236305237
2023/08/31 20:02,2023-08-30,Funds punished for owning too few Nvidia shares after stunning 230% rally,Motley Fool,yesterday,-1.0,0.01914537511765957,0.9458298087120056,0.035024844110012054
2023/08/31 20:02,2023-08-30,US curbs AI chip exports from Nvidia and AMD to some Middle East countries,Yahoo Finance,yesterday,-1.0,0.11205796152353287,0.7950129508972168,0.09292903542518616
2023/08/31 20:02,2023-08-30,UPDATE 8-US curbs AI chip exports from Nvidia and AMD to some Middle East countries,Zacks,yesterday,-1.0,0.08966577053070068,0.8285066485404968,0.08182759582996368
2023/08/31 20:02,2023-08-30,A Look at AMD's Innovation Advantage,Benzinga,yesterday,0.0,0.09951020032167435,0.011378350667655468,0.8891113996505737
2023/08/31 20:02,2023-08-30,"Nvidia just hit record highs, but stock may still be 'cheap,' says analyst",Investor's Business Daily,yesterday,1.0,0.9028398394584656,0.025112096220254898,0.07204817235469818
2023/08/31 20:02,2023-08-30,Is the Nvidia Rally Coming to an End? Probably Not And This is Why,Barrons.com,yesterday,0.0,0.04154954105615616,0.36917877197265625,0.5892717242240906
2023/08/31 20:02,2023-08-30,SoftBank-Backed Arm Prepares For Blockbuster IPO As Nvidia Continues To Soar Past $1.2 Trillion Market Cap,Kiplinger,23 hours ago,1.0,0.810431718826294,0.03495652601122856,0.15461167693138123
2023/08/31 20:02,2023-08-30,Searching For Top AI Stocks? Look Beyond Nvidia And Google,Bloomberg,22 hours ago,0.0,0.05589117482304573,0.015305161476135254,0.9288036227226257
2023/08/31 20:02,2023-08-30,"These Stocks Moved the Most Today: Ambarella, HP Inc., Box, Insulet, Sunrun, Nvidia, and More",Reuters,22 hours ago,0.0,0.1000584289431572,0.05051159858703613,0.8494299054145813
2023/08/31 20:02,2023-08-30,5 Monopoly Stocks At the Top of Their Game,Reuters,22 hours ago,0.0,0.23103073239326477,0.14024776220321655,0.6287214756011963
2023/08/31 20:02,2023-08-30,US Expands Restrictions on AI Chip Exports to Some Middle Eastern Countries,Yahoo Finance Video,yesterday,0.0,0.11822289228439331,0.35596632957458496,0.5258107781410217
2023/08/31 20:02,2023-08-30,Broadcom's Earnings Will Test Whether AI Euphoria Is Fading,Yahoo Finance Video,yesterday,0.0,0.3781479597091675,0.07471194118261337,0.5471400618553162
