crawl_date,source_date,title,source,source_time,Sentiment_label,Positive_sentim,Negative_sentim,Neutral_sentim
2023/08/31 20:02,2023-08-30,Alphabet (GOOGL) Boosts Workspace With Duet AI Availability,Yahoo Finance,yesterday,1.0,0.8970034718513489,0.009662327356636524,0.09333419799804688
2023/08/31 20:02,2023-08-30,HCA partners with Google Cloud to use artificial intelligence in its hospitals,Zacks,yesterday,0.0,0.3299386203289032,0.007563577499240637,0.6624978184700012
2023/08/31 20:02,2023-08-30,Google AI will be able to go to meetings for you – and help you out when you are late,Barrons.com,yesterday,0.0,0.10062438994646072,0.0101089458912611,0.8892666697502136
2023/08/31 20:02,2023-08-30,'Magnificent Seven' investing playbook: How high can Nvidia stock go?,Investopedia,yesterday,0.0,0.06295809894800186,0.02329307794570923,0.9137488007545471
2023/08/31 20:02,2023-08-30,Is the Nvidia Rally Coming to an End? Probably Not And This is Why,Investor's Business Daily,yesterday,0.0,0.04154954105615616,0.36917877197265625,0.5892717242240906
2023/08/31 20:02,2023-08-30,"See the leaked Google data that reveals salaries, bonuses and more",Fortune,22 hours ago,0.0,0.018685854971408844,0.16213637590408325,0.8191777467727661
2023/08/31 20:02,2023-08-30,Google Expected to Unveil New Phones at October 4 Event,Zacks,22 hours ago,0.0,0.06207796558737755,0.01175222173333168,0.9261698126792908
2023/08/31 20:02,2023-08-30,Searching For Top AI Stocks? Look Beyond Nvidia And Google,Zacks,22 hours ago,0.0,0.05589117482304573,0.015305161476135254,0.9288036227226257
2023/08/31 20:02,2023-08-30,Alphabet Inc. (GOOG) Outpaces Stock Market Gains: What You Should Know,Bloomberg,22 hours ago,0.0,0.16236674785614014,0.01876828633248806,0.8188649415969849
2023/08/31 20:02,2023-08-30,Alphabet (GOOGL) Outpaces Stock Market Gains: What You Should Know,Reuters,22 hours ago,0.0,0.14734376966953278,0.018605317920446396,0.8340508937835693
2023/08/31 20:02,2023-08-30,Google Assistant and Alexa finally play nicely together -- but only on one speaker lineup,The Independent,yesterday,0.0,0.12641626596450806,0.014016225002706051,0.8595675230026245
2023/08/31 20:02,2023-08-30,Google Doubles Down on AI at Cloud Next. Wall Street Is Upbeat.,TheStreet.com,yesterday,-1.0,0.03984692320227623,0.8585383296012878,0.10161478817462921
2023/08/31 20:02,2023-08-30,"Nvidia is the AI king, but threats to its reign abound",American City Business Journals,yesterday,-1.0,0.026916014030575752,0.6376678347587585,0.33541610836982727
2023/08/31 20:02,2023-08-30,DeepMind partners with Google Cloud to watermark AI-generated images,Motley Fool,yesterday,0.0,0.367836058139801,0.008172190748155117,0.6239917278289795
2023/08/31 20:02,2023-08-30,Google Flights Now Tells You The Best Time To Book a Flight to Save Money,TechCrunch,yesterday,0.0,0.05645972490310669,0.02053280547261238,0.9230075478553772
2023/08/31 20:02,2023-08-30,"Google says over half of AI startups use Google Cloud, plans bold Nvidia partnership",Zacks,yesterday,0.0,0.06638268381357193,0.01112725306302309,0.9224900603294373
2023/08/31 20:02,2023-08-30,"GM, Google Cloud announce new AI partnership",Motley Fool,yesterday,0.0,0.06794043630361557,0.019534209743142128,0.9125252962112427
2023/08/31 20:02,2023-08-30,General Motors to use Google AI chatbot for its OnStar service,Yahoo Finance UK,yesterday,0.0,0.0633661225438118,0.012294437736272812,0.9243394732475281
2023/08/31 20:02,2023-08-30,Google Wants Gmail To Help Win the AI War,Motley Fool,yesterday,0.0,0.2670362889766693,0.007954644039273262,0.7250090837478638
2023/08/31 20:02,2023-08-30,Trending tickers: Nvidia | Novo | Prudential | Superdry,TheStreet.com,yesterday,0.0,0.021903399378061295,0.05402347072958946,0.9240731000900269
2023/08/31 20:02,2023-08-30,Alphabet Focuses on Efficiency with New AI Chip,American City Business Journals,yesterday,0.0,0.38169220089912415,0.007511114701628685,0.6107966899871826
2023/08/31 20:02,2023-08-30,This Healthcare Stock Has Been a Hotter Buy Than Amazon and Alphabet This Year,Insider Monkey,yesterday,1.0,0.9036068320274353,0.011879238300025463,0.0845138281583786
2023/08/31 20:02,2023-08-30,"Nvidia builds on $1.2 trillion market cap, record high close, following expanded Google partnership",TechCrunch,yesterday,1.0,0.9424756169319153,0.021590033546090126,0.03593433275818825
2023/08/31 20:02,2023-08-30,How a new wind farm in Eastern NC will help power Google,Investor's Business Daily,yesterday,0.0,0.18965408205986023,0.008520024828612804,0.8018258810043335
2023/08/31 20:02,2023-08-30,Alphabet: One Chart Explains the Mega-Rally,GOBankingRates,yesterday,0.0,0.037522997707128525,0.029930924996733665,0.932546079158783
2023/08/31 20:02,2023-08-30,Google's Duet AI can now write your emails for you,American City Business Journals,yesterday,0.0,0.061222199350595474,0.014202004298567772,0.9245758056640625
2023/08/31 20:02,2023-08-30,Is Google Stock A Buy As Cloud Computing Event Touts AI?,Yahoo Finance,yesterday,0.0,0.05462712422013283,0.023725733160972595,0.9216471314430237
2023/08/31 20:02,2023-08-30,15 Highest Paying Countries for Economists,FX Empire,yesterday,0.0,0.2144334316253662,0.019328825175762177,0.766237735748291
2023/08/31 20:02,2023-08-31,Cherish your Uber drivers. Soon they will be robots,Motley Fool,5 hours ago,0.0,0.10609140247106552,0.016014833003282547,0.8778936862945557
2023/08/31 20:02,2023-08-31,Alphabet (GOOGL) Boosts Kubernetes Offerings With New GKE,Motley Fool,1 hour ago,1.0,0.9336267113685608,0.009070836938917637,0.05730251967906952
2023/08/31 20:02,2023-08-31,"If I Were Starting My Stock Portfolio From Scratch, This Amazing AI Stock Would Be My First Buy",Reuters,2 hours ago,0.0,0.08064640313386917,0.010847296565771103,0.9085063338279724
2023/08/31 20:02,2023-08-31,Is There Now An Opportunity In Alphabet Inc. (NASDAQ:GOOGL)?,American City Business Journals,3 hours ago,0.0,0.0707196369767189,0.014152882620692253,0.9151275157928467
2023/08/31 20:02,2023-08-31,"1 Super Stock Set to Join Apple, Microsoft, Amazon, Alphabet, and Nvidia in the $1 Trillion Club",Zacks,4 hours ago,0.0,0.16895174980163574,0.008787301369011402,0.8222609758377075
2023/08/31 20:02,2023-08-31,"2 Stock-Split AI Growth Stocks to Buy Before They Soar 53% and 135%, According to Wall Street",Simply Wall St.,6 hours ago,0.0,0.1656869500875473,0.015478687360882759,0.8188343048095703
2023/08/31 20:02,2023-08-31,Don't want to go to a work meeting? Google is testing an A.I. tool that can go for you,Reuters,20 hours ago,0.0,0.10977999120950699,0.012366723269224167,0.877853274345398
2023/08/31 20:02,2023-08-31,2 Artificial Intelligence (AI) Stocks Down 13% and 58% You'll Regret Not Buying on the Dip,The Economist,7 hours ago,-1.0,0.007617794908583164,0.9726936221122742,0.01968856155872345
